2015-11-25 15:04:03.6926|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.AssemblyBuilder.Compile()
2015-11-25 15:04:16.8698|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:17.0585|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:17.1987|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:17.3368|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:17.5145|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:17.7260|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:17.8605|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:17.9976|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:18.1423|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:18.2969|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:18.4583|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:43.1419|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.AssemblyBuilder.Compile()
2015-11-25 15:04:43.4413|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:43.6813|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:43.9174|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:44.1689|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:44.4211|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:44.6643|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:44.9094|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:45.1614|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:45.4085|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:45.6706|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:45.9360|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:46.1659|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:46.4163|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:46.6634|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:46.9137|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:47.1618|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:47.4067|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:47.6628|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:47.9164|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:48.1646|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:48.3976|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:48.5456|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:48.6913|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:48.8283|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:48.9719|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:49.1265|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:49.2686|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:49.4101|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:49.5537|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:49.6982|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:49.8368|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:49.9767|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:50.1195|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:50.2610|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:50.4035|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:50.5465|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:50.6931|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:50.8321|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:50.9771|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
